GameStopID,GameTitle,ValueInfo1,ImgLink,Listing Url
115199,LEGO Batman 3: Beyond Gotham,$8.00*,https://www.gamestop.com/common/images/lbox/101556b.jpg,https://www.gamestop.com/trade/quote/games/115199
115203,LEGO Batman 3: Beyond Gotham,$8.00*,https://www.gamestop.com/common/images/lbox/101554b.jpg,https://www.gamestop.com/trade/quote/games/115203
115359,Forza Horizon 2,$8.00*,https://www.gamestop.com/common/images/lbox/101824b2.jpg,https://www.gamestop.com/trade/quote/games/115359
115426,Wii U GameCube Adapter,$8.00*,https://www.gamestop.com/common/images/lbox/101985b.jpg,https://www.gamestop.com/trade/quote/games/115426
115477,LittleBigPlanet 3,$8.00*,https://www.gamestop.com/common/images/lbox/107444b.jpg,https://www.gamestop.com/trade/quote/games/115477
115481,Minecraft: PlayStation 4 Edition,$8.00*,https://www.gamestop.com/common/images/lbox/102039b.jpg,https://www.gamestop.com/trade/quote/games/115481
115554,Persona Q: Shadow of the Labyrinth,$8.00*,https://www.gamestop.com/common/images/lbox/102214b.jpg,https://www.gamestop.com/trade/quote/games/115554
115562,Professor Layton vs Phoenix Wright,$8.00*,https://www.gamestop.com/common/images/lbox/102227b.jpg,https://www.gamestop.com/trade/quote/games/115562
115564,Fantasy Life,$8.00*,https://www.gamestop.com/common/images/lbox/102233b.jpg,https://www.gamestop.com/trade/quote/games/115564
117067,F1 2014,$8.00*,https://www.gamestop.com/common/images/lbox/104576b.jpg,https://www.gamestop.com/trade/quote/games/117067
117118,Monopoly Family Fun Pack,$8.00*,https://www.gamestop.com/common/images/lbox/104652b.jpg,https://www.gamestop.com/trade/quote/games/117118
117120,Saints Row IV: Re-Elected + Gat out of Hell,$8.00*,https://www.gamestop.com/common/images/lbox/104650b.jpg,https://www.gamestop.com/trade/quote/games/117120
117214,Terraria,$8.00*,https://www.gamestop.com/common/images/lbox/104859b1.jpg,https://www.gamestop.com/trade/quote/games/117214
117223,Terraria,$8.00*,https://www.gamestop.com/common/images/lbox/104860b1.jpg,https://www.gamestop.com/trade/quote/games/117223
117341,Minecraft Xbox One Edition,$8.00*,https://www.gamestop.com/common/images/lbox/105963b1.jpg,https://www.gamestop.com/trade/quote/games/117341
117369,Ultimate NES Remix,$8.00*,https://www.gamestop.com/common/images/lbox/105250b1.jpg,https://www.gamestop.com/trade/quote/games/117369
117532,Assassin's Creed: The Americas Collection,$8.00*,https://www.gamestop.com/common/images/lbox/105858b.jpg,https://www.gamestop.com/trade/quote/games/117532
117537,Assassin's Creed: The Americas Collection,$8.00*,https://www.gamestop.com/common/images/lbox/105857b.jpg,https://www.gamestop.com/trade/quote/games/117537
118713,Just Cause 3,$8.00*,https://www.gamestop.com/common/images/lbox/107820b1.jpg,https://www.gamestop.com/trade/quote/games/118713
118895,Yoshi's Woolly World,$8.00*,https://www.gamestop.com/common/images/lbox/108010b.jpg,https://www.gamestop.com/trade/quote/games/118895
118947,Dark Souls II: Scholar of the First Sin,$8.00*,https://www.gamestop.com/common/images/lbox/108098b.jpg,https://www.gamestop.com/trade/quote/games/118947
118965,Splatoon,$8.00*,https://www.gamestop.com/common/images/lbox/108128b.jpg,https://www.gamestop.com/trade/quote/games/118965
118967,Kirby and the Rainbow Curse,$8.00*,https://www.gamestop.com/common/images/lbox/108124b.jpg,https://www.gamestop.com/trade/quote/games/118967
119234,Wii U Pro Controller,$8.00*,https://www.gamestop.com/common/images/lbox/900065b1.jpg,https://www.gamestop.com/trade/quote/games/119234
119794,Naruto Shippuden Ultimate Ninja Storm 4,$8.00*,https://www.gamestop.com/common/images/lbox/108904b.jpg,https://www.gamestop.com/trade/quote/games/119794
119795,Naruto Shippuden Ultimate Ninja Storm 4,$8.00*,https://www.gamestop.com/common/images/lbox/108906b.jpg,https://www.gamestop.com/trade/quote/games/119795
119796,One Piece Pirate Warriors 3,$8.00*,https://www.gamestop.com/common/images/lbox/108908b.jpg,https://www.gamestop.com/trade/quote/games/119796
